MIM	Gene	Phenotypes
300065	"FSHPRH1, LRPR1"	
300052	DRP2	
300314	"TAF7L, TAF2Q"	
300356	"TIMM8A, DFN1, DDP, MTS, DDP1"	"Mohr-Tranebjaerg syndrome, 304700 (3), X-linked recessive"
300300	"BTK, AGMX1, IMD1, XLA, AT, IGHD3"	"Agammaglobulinemia, X-linked 1, 300755 (3), X-linked recessive; Isolated growth hormone deficiency, type III, with agammaglobulinemia, 307200 (3), X-linked recessive"
300902	"RPL36A, RPL44"	
300644	GLA	"Fabry disease, cardiac variant, 301500 (3), X-linked; Fabry disease, 301500 (3), X-linked"
300610	"HNRNPH2, NRPH2, MRXSB"	"Intellectual developmental disorder, X-linked, syndromic, Bain type, 300986 (3), X-linked dominant"
301046	ARMCX4	
300362	"ARMCX1, ALEX1"	
301048	ARMCX	
300364	"ARMCX3, ALEX3"	
300363	"ARMCX2, ALEX2, KIAA0512"	
300319	NXF5	
301007	"ZMAT1, KIAA1789"	
300693	"BEX5, NGFRAP1L1"	
300315	NXF2	
300939	"TMSB15A, TMSB15, TMSNB"	
300318	NXF4	
301047	ARMCX5	
300417	"GPRASP1, GASP, KIAA0443"	
300969	"GPRASP2, GASP2, DFNX7"	"?Deafness, X-linked 7, 301018 (3), X-linked recessive"
300921	"BHLHB9, P60TRP, KIAA1701"	
300405	"RAB40AL, RLGP"	
300690	BEX1	
300316	NXF3	
300692	BEX4	
300324	"XLID53, MRX53"	"Intellectual developmental disorder, X-linked 53, 300324 (2), X-linked recessive"
300691	BEX2	
300771	TCEAL7	
300361	"NGFRAP1, BEX3, NADE, DXS6984E"	
301065	RAB40A	
300237	"TCEAL1, P21, SIIR"	
300409	"MORFL2, MRGX, KIAA0026"	
300285	"RAB9B, RAB9L"	
300401	"PLP1, PMD, HLD1, SPG2"	"Pelizaeus-Merzbacher disease, 312080 (3), X-linked recessive; Spastic paraplegia 2, X-linked, 312920 (3), X-linked recessive"
301011	TMSB15B	
300507	"H2BW1, H2BFWT"	
300941	SLC25A53	
300154	"ESX1L, ESXR1"	
300194	"AMMEC, DELXq22.3, CXDELq22.3"	"AMME complex, 300194 (4)"
300581	FGS5	"FG syndrome 5, 300581 (2)"
300277	IL1RAPL2	
300312	TEX13A	
300791	"NRK, NESK"	
314200	"TBG, TBGQTL"	"[Thyroxine-binding globulin QTL], 300932 (3), X-linked"
300439	"RNF128, GRAIL"	
301027	"TBC1D8B, NPHS20"	"Nephrotic syndrome, type 20, 301028 (3), X-linked"
300575	RIPPLY1	
300520	"CLDN2, OAZON"	"?Azoospermia, obstructive, with nephrolithiasis, 301060 (3), X-linked recessive"
300970	"MORC4, ZCW4, ZCWCC2"	
300933	"PIH1D3, CILD36"	"Ciliary dyskinesia, primary, 36, X-linked, 300991 (3), X-linked recessive"
310310	MYCL2	
301005	"FRMPD3, KIAA1817"	
311850	"PRPS1, CMTX5, DFNX1, DFN2"	"Arts syndrome, 301835 (3), X-linked recessive; Phosphoribosylpyrophosphate synthetase superactivity, 300661 (3), X-linked recessive; Charcot-Marie-Tooth disease, X-linked recessive, 5, 311070 (3), X-linked recessive; Deafness, X-linked 1, 304500 (3), X-linked; Gout, PRPS-related, 300661 (3), X-linked recessive"
300506	"TSC22D3, DSIPI, GILZ"	
300204	"MID2, XLID101"	"?Intellectual developmental disorder, X-linked 101, 300928 (3), X-linked recessive"
300313	TEX13B	
300620	"VSIG1, GPA34"	
300880	"PSMD10, p28"	
300663	"ATG4A, APG4A, AUTL2"	
303631	"COL4A6, DELXq22.3, CXDELq22.3, DFNX6"	"?Deafness, X-linked 6, 300914 (3), X-linked recessive"
303630	"COL4A5, ATS1"	"Alport syndrome 1, X-linked, 301050 (3), X-linked dominant"
300904	"IRS4, CHNG9"	"Hypothyroidism, congenital, nongoitrous, 9, 301035 (3), X-linked recessive"
300041	"GUCY2F, GUC2F"	
300464	CHDS3	"{Coronary heart disease, susceptibility to, 3}, 300464 (2)"
300711	IHPS4	"Pyloric stenosis, infantile hypertrophic, 4, 300711 (2)"
300613	MYP13	"Myopia 13, 300613 (2)"
300046	"XLID23, MRX23"	"Intellectual developmental disorder, X-linked 23, 300046 (2), X-linked"
300320	NXT2	
300328	KCNE1L	
300157	"ACSL4, FACL4, ACS4, XLID63"	"Intellectual developmental disorder, X-linked 63, 300387 (3), X-linked dominant"
300195	"AMMECR1, MFHIEN"	"Midface hypoplasia, hearing impairment, elliptocytosis, and nephrocalcinosis, 300990 (3), X-linked recessive"
300965	"RGAG1, MAR9, KIAA1318"	
300350	"CHRDL1, VOPT, MGC1"	"Megalocornea 1, X-linked, 309300 (3), X-linked recessive"
300142	"PAK3, MRX30, MRX47, XLID30"	"Intellectual developmental disorder, X-linked 30, 300558 (3), X-linked recessive"
300146	CAPN6	
300121	"DCX, DBCN, LISX"	"Subcortical laminal heterotopia, X-linked, 300067 (3), X-linked; Lissencephaly, X-linked, 300067 (3), X-linked"
300776	"ALG13, GLT28D1, CDG1S, DEE36"	"Developmental and epileptic encephalopathy 36, 300884 (3), X-linked"
300334	"TRPC5, TRP5"	
300566	LHFPL1	
300410	"AMOT, KIAA1071"	
300901	XACT	
312861	HTR2C	
300686	"MIR448, MIRN448"	
300130	IL13RA2	
300616	LUZP4	
300131	"PLS3, BMND18"	"Bone mineral density QTL18, osteoporosis, 300910 (3), X-linked dominant"
301004	DANT2	
301001	DANT1	
300034	AGTR2	
300444	SLC6A14	
300625	"CT83, KKLC1, CXorf61"	
300700	"ADFN, ALDS"	"Albinism-deafness syndrome, 300700 (2), X-linked"
300306	BMIQ11	"{Obesity, susceptibility to, BMIQ11}, 300306 (2)"
301845	BZX	"Bazex syndrome, 301845 (2), X-linked dominant"
304730	CND	"Dermoids of cornea, 304730 (2), X-linked"
300360	MRXSS	"Intellectual developmental disorder, X-linked, with short stature, 300360 (2)"
300245	"PTOS2, PTOSX"	"Ptosis, hereditary congenital 2, 300245 (2), X-linked dominant"
300378	RRDX	"Radial ray deficiency, 300378 (2)"
300750	SPG34	"Spastic paraplegia 34, X-linked, 300750 (2), X-linked recessive"
300591	STQTL6	"{Stature QTL 6}, 300591 (2)"
300518	"XLID82, MRX82"	"Intellectual developmental disorder, X-linked 82, 300518 (2), X-linked recessive"
300852	"XLID88, MRX88"	"Intellectual developmental disorder, X-linked 88, 300852 (2), X-linked"
300655	"KLHL13, KIAA1309"	
301070	"WDR44, RAB11BP, RPH11"	
300681	"DOCK11, ACG, ZIZ2"	
300119	IL13RA1	
300701	"ZCCHC12, SIZN1"	
300995	KIAA1210	
300435	PGRMC1	
300641	SLC25A43	
300150	"SLC25A5, ANT2, T3"	
301012	"STEEP1, CXorf56, XLID107"	"?Intellectual developmental disorder, X-linked 107, 301013 (3), X-linked"
312180	"UBE2A, RAD6A, MRXSN, MRXS30"	"Intellectual developmental disorder, X-linked, syndromic, Nascimento type, 300860 (3), X-linked recessive"
300440	"NKRF, NRF"	
300683	"SEPT6, SEP2, KIAA0128"	
301062	MIR766	
300899	RPL39	
300298	"UPF3B, RENT3B, MRXS14"	"Intellectual developmental disorder, X-linked syndromic 14, 300676 (3), X-linked recessive"
300951	"RNF113A, ZNF183, TTD5"	"Trichothiodystrophy 5, nonphotosensitive, 300953 (3), X-linked"
300078	"NDUFA1, MWFE, MC1DN12"	"Mitochondrial complex I deficiency, nuclear type 12, 301020 (3), X-linked recessive"
300462	"AKAP14, AKAP28"	
300766	"NKAP, MRXSHD"	"Intellectual developmental disorder, X-linked, syndromic, Hackman-Di Donato type, 301039 (3), X-linked recessive"
300973	RHOXF1P1	
300446	"RHOXF1, OTEX, PEPP1"	
300447	"RHOXF2, PEPP2"	
300329	"ZBTB33, KAISO"	
301073	ATP1B4	
309060	"LAMP2, LAMPB, LGP110, DND"	"Danon disease, 300257 (3), X-linked dominant"
300304	"CUL4B, MRXSC, MRXHF2, SFM2, MRXS15"	"Intellectual developmental disorder, X-linked, syndromic, Cabezas type, 300354 (3), X-linked recessive"
300587	"MCTS1, MCT1"	
300611	"C1GALT1C1, COSMC, C1GALT2, TNPS"	"Tn polyagglutination syndrome, somatic, 300622 (3)"
300790	"CT47B1, CT47A13"	
300592	"CT47A11, LOC255313"	
300789	CT47A10	
300788	CT47A9	
300787	CT47A8	
300786	CT47A7	
300785	CT47A6	
300784	CT47A5	
300783	CT47A4	
300782	CT47A3	
300781	CT47A2	
300780	CT47A1	
300144	GLUD2	"{Parkinson disease, age of onset, modifier}, 168600 (3), Multifactorial, Autosomal dominant"
300979	DUPXq25	"Xq25 duplication syndrome, 300979 (4), X-linked"
300703	SCAX5	"Spinocerebellar ataxia, X-linked 5, 300703 (2), X-linked recessive"
300179	SXI2	"X inactivation, familial skewed, 2, 300179 (2)"
313850	"THAS, TAS"	"Thoracoabdominal syndrome, 313850 (2), X-linked"
300779	XECD	"Corneal dystrophy, endothelial, X-linked, 300779 (2), X-linked dominant"
300436	"XLID46, MRX46"	"Intellectual developmental disorder, X-linked 46, 300436 (2), X-linked recessive"
305915	"GRIA3, GLUR3, MRXSW"	"Intellectual developmental disorder, X-linked, syndromic, Wu type, 300699 (3), X-linked recessive"
300395	"THOC2, THO2, XLID12"	"Intellectual developmental disorder, X-linked 12, 300957 (3), X-linked recessive"
300079	"XIAP, BIRC4, API3, XLP2"	"Lymphoproliferative syndrome, X-linked, 2, 300635 (3), X-linked recessive"
300826	"STAG2, SA2, MKMS, HPE13"	"Holoprosencephaly 13, X-linked, 301043 (3), X-linked recessive, X-linked dominant; Mullegama-Klein-Martinez syndrome, 301022 (3), X-linked"
300490	"SH2D1A, LYP, IMD5, XLP, XLPD1"	"Lymphoproliferative syndrome, X-linked, 1, 308240 (3), X-linked recessive"
300588	"TENM1, ODZ1, TNM1"	
300487	"ACTRT1, ARPT1"	
300012	"SMARCA1, SNF2L1"	
300712	CFSS	"?Craniofacioskeletal syndrome, 300712 (2), X-linked recessive, X-linked dominant"
302802	CMTX3	"Charcot-Marie-Tooth neuropathy, X-linked recessive, 3, 302802 (4), X-linked recessive"
309555	GUST	"Gustavson syndrome, 309555 (2), X-linked"
300076	INDX	"Woods-Black-Norbury syndrome, 300076 (2), X-linked dominant"
300155	RP24	"Retinitis pigmentosa 24, 300155 (2)"
313350	"SHFM2, SHFD2"	"Split hand/foot malformation 2, 313350 (2), X-linked"
300372	"XLID42, MRX42"	"Intellectual developmental disorder, X-linked 42, 300372 (2)"
300535	"OCRL, LOCR, OCRL1, NPHL2, DENT2"	"Dent disease 2, 300555 (3), X-linked recessive; Lowe syndrome, 309000 (3), X-linked recessive"
300297	APLN	
300145	"XPNPEP2, AEACEI"	"{Angioedema induced by ACE inhibitors, susceptibility to}, 300909 (3)"
300441	"SASH3, HACS2, CXorf9, SLY, IMD102"	"Immunodeficiency 102, 301082 (3), X-linked recessive"
300646	"ZDHHC9, DHHC9, MRXSR"	"Intellectual developmental disorder, X-linked, syndromic, Raymond type, 300799 (3), X-linked"
300508	UTP14A	
300688	"BCORL1, SHUVER"	"Shukla-Vernon syndrome, 301029 (3), X-linked recessive"
300775	"ELF4, MEF, AIFBL2"	"Autoinflammatory syndrome, familial, X-linked, Behcet-like 2, 301074 (3), X-linked recessive"
300169	"AIFM1, PDCD8, AIF, COXPD6, COWCK, CMTX4, DFNX5, SEMDHL"	"Combined oxidative phosphorylation deficiency 6, 300816 (3), X-linked recessive; Cowchock syndrome, 310490 (3), X-linked recessive; Spondyloepimetaphyseal dysplasia, X-linked, with hypomyelinating leukodystrophy, 300232 (3), X-linked recessive; Deafness, X-linked 5, 300614 (3), X-linked recessive"
300333	RAB33A	
300242	"SLC25A14, BMCP1"	
300513	"GPR119, GPCR2"	
300282	ENOX2	
300937	ARHGAP36	
300137	"IGSF1, IGDC1, CHTE"	"Hypothyroidism, central, and testicular enlargement, 300888 (3), X-linked recessive"
300999	"FIRRE, LINC01200"	
300547	"STK26, MASK, MST4"	
300628	"FRMD7, NYS1, XIPAN"	"Nystagmus, infantile periodic alternating, X-linked, 310700 (3), X-linked; Nystagmus 1, congenital, X-linked, 310700 (3), X-linked"
301016	RAP2C	
300413	"MBNL3, MBXL"	
300545	"HS6ST2, MRXSPM"	"?Paganini-Miozzo syndrome, 301025 (3), X-linked recessive"
300309	USP26	
300772	"TFDP3, HCA661, CT30, DP4"	
300168	"GPC4, KPTS"	"Keipert syndrome, 301026 (3), X-linked recessive"
300037	"GPC3, SDYS, SGBS1"	"Wilms tumor, somatic, 194070 (3); Simpson-Golabi-Behmel syndrome, type 1, 312870 (3), X-linked recessive"
300722	"MIR19B2, MIRN19B2"	
300950	MIR20B	
300792	"MIR106A, MIRN106A"	
300414	"PHF6, BFLS"	"Borjeson-Forssman-Lehmann syndrome, 301900 (3), X-linked recessive"
308000	"HPRT1, HPRT"	"Hyperuricemia, HRPT-related, 300323 (3), X-linked recessive; Lesch-Nyhan syndrome, 300322 (3), X-linked recessive"
300795	"CT45A4, CT45.4"	
300942	"CXDUPq26.3, DUPXq26.3, XLAG"	"Chromosome Xq26.3 duplication syndrome, 300942 (4), X-linked dominant"
300833	SRXX3	"46XX sex reversal 3, 300833 (4), X-linked dominant"
300865	MIR503	
300682	"MIR424, MIRN424, MIR322"	
300296	PLAC1	
300674	MOSPD1	
300213	CXX1	
314997	"ZNF75D, ZNF75"	
300627	"ZNF449, ZSCAN19"	
300648	"CT45A1, CT45"	
300794	"CT45A3, CT45.3"	
300796	"CT45A5, CT45.5"	
300797	"CT45A6, CT45.6"	
300793	"CT45A2, CT45.2"	
300359	SAGE	
300231	"SLC9A6, NHE6, MRXSCH"	"Intellectual developmental disorder, X-linked syndromic, Christianson type, 300243 (3), X-linked"
300163	"FHL1, SLIM1, XMPMA, KYOT, FHL1A, FHL1B, RBMX1A, RBMX1B, FCMSU"	"Myopathy, X-linked, with postural muscle atrophy, 300696 (3), X-linked recessive; Emery-Dreifuss muscular dystrophy 6, X-linked, 300696 (3), X-linked recessive; ?Uruguay faciocardiomusculoskeletal syndrome, 300280 (3), X-linked recessive; Scapuloperoneal myopathy, X-linked dominant, 300695 (3), X-linked dominant; Reducing body myopathy, X-linked 1b, with late childhood or adult onset, 300718 (3), X-linked; Reducing body myopathy, X-linked 1a, severe, infantile or early childhood onset, 300717 (3), X-linked dominant"
300930	"MAP7D3, MDP3"	
301085	"ADGRG4, GPR112"	
300107	BRS3	
300346	"HTATSF1, TATSF1"	
300583	"VGLL1, VGL1, TDU"	
300386	"TNFSF5, CD40LG, HIGM1, IGM"	"Immunodeficiency, X-linked, with hyper-IgM, 308230 (3), X-linked recessive"
300267	"ARHGEF6, COOL2"	
300199	"RBMX, MRXS11"	"?Intellectual developmental disorder, X-linked, syndromic 11, Shashi type, 300238 (3), X-linked recessive"
300393	"GPR101, PAGH2, PITA2"	"Pituitary adenoma 2, GH-secreting, 300943 (3), X-linked"
300265	"ZIC3, HTX1, HTX, VACTERLX"	"Congenital heart defects, nonsyndromic, 1, X-linked, 306955 (3), X-linked recessive; Heterotaxy, visceral, 1, X-linked, 306955 (3), X-linked recessive; VACTERL association, X-linked, 314390 (3), X-linked recessive"
300070	"FGF13, FGF2, DEE90"	"Developmental and epileptic encephalopathy 90, 301058 (3), X-linked recessive, X-linked dominant"
301087	FGF13AS1	
300536	BMND4	"[Bone mineral density QTL 4], 300536 (2)"
300898	"CDR1AS, CIRS7"	
300085	COD2	"Cone dystrophy, progressive X-linked, 2, 300085 (2), X-linked"
300147	HPCX1	"{Prostate cancer, hereditary, X-linked 1}, 300147 (2)"
307700	"HPT, HPTX, HYPX"	"Hypoparathyroidism, X-linked, 307700 (4), X-linked"
307150	"HTC2, HCG, CGH, CXINSq27.1"	"Hypertrichosis, congenital generalized, 307150 (4), X-linked dominant"
300228	TGCT1	"Testicular germ cell tumor, 300228 (2)"
300746	"F9, HEMB, THPH8"	"{Deep venous thrombosis, protection against}, 300807 (3), X-linked recessive; Hemophilia B, 306900 (3), X-linked recessive; Thrombophilia 8, X-linked, due to factor IX defect, 300807 (3), X-linked recessive; {Warfarin sensitivity}, 301052 (3), X-linked"
311030	"MCF2, DBL"	
300516	"ATP11C, ATPIQ, ATPIG, HACXL"	"?Hemolytic anemia, congenital, X-linked, 301015 (3), X-linked recessive"
301053	MIR505	
313430	"SOX3, MRGH"	"Intellectual developmental disorder, X-linked, with isolated growth hormone deficiency, 300123 (3); Panhypopituitarism, X-linked, 312000 (3), X-linked"
302650	"CDR1, CDR62A"	
300669	"SPANXB1, SPANXB"	
300402	LDOC1	
300388	"BPP, PMGX, CBPS"	"Polymicrogyria, bilateral perisylvian, 300388 (2), X-linked dominant"
300330	"SPANXC, CTP11"	
300305	"SPANXA1, SPANX"	
300493	SPANXA2	
300670	SPANXD	
300469	MAGEC3	
300223	MAGEC1	
300468	"MAGEC2, MAGEE1, CT10, HCA587"	
300869	"DUPXq27.3q28, CXDUPq27.3q28"	"Chromosome Xq27.3-q28 duplication syndrome, 300869 (4), X-linked recessive"
300509	DYX9	"{Dyslexia, susceptibility to, 9}, 300509 (2)"
302000	EBM	
300667	SPANXN4	
300666	SPANXN3	
300562	SLITRK4	
300665	SPANXN2	
300664	SPANXN1	
300561	"SLITRK2, KIAA1854, CXorf1, CXorf2"	
300877	MIR506	
300874	MIR508	
300876	MIR509-3	
300875	MIR509-1	
300866	MIR510	
300805	"FMR1AS1, ASFMR1"	
309550	"FMR1, FRAXA, POF1"	"Fragile X tremor/ataxia syndrome, 300623 (3), X-linked dominant; Fragile X syndrome, 300624 (3), X-linked dominant; Premature ovarian failure 1, 311360 (3), X-linked"
300843	BED	"Bornholm eye disease, 300843 (2), X-linked recessive"
300815	"DUPXq28, CXq28"	"Chromosome Xq28 duplication syndrome, 300815 (4)"
305424	"F8B, DXS522E"	
306995	"HMS1, GAY1"	"[?Homosexuality, male], 306995 (2), X-linked"
309200	"MAFD2, MDX"	"{?Major affective disorder 2}, 309200 (2), X-linked dominant"
309620	"MRSD, CHRS"	"Intellectual developmental disorder, X-linked, with skeletal dysplasia and abducens palsy, 309620 (2), X-linked"
300261	MRXSA	"Intellectual developmental disorder, X-linked, syndromic, Armfield type (3)"
300845	"MYMY4, CXDELq38"	"Moyamoya disease 4, 300845 (4), X-linked recessive"
310460	MYP1	"Myopia-1, 310460 (2), X-linked recessive"
300605	RP34	"Retinitis pigmentosa 34, 300605 (2)"
300809	SLEB15	"{Systemic lupus erythematosus, susceptibility to, 15}, 300809 (2)"
314300	"TKCR, TKC"	"Goeminne TKCR syndrome, 314300 (2), X-linked"
314900	XM	
300806	"AFF2, FMR2, FRAXE, XLID109"	"Intellectual developmental disorder, X-linked 109, 309548 (3), X-linked recessive"
300823	"IDS, MPS2, SIDS"	"Mucopolysaccharidosis II, 309900 (3), X-linked recessive"
300954	"EOLA1, CXorf40A"	
300764	MAGEA9B	
300031	"FAM11A, FRAXF"	
300344	"MAGEA11, MAGE11"	
300342	"MAGEA9, MAGE9"	
300892	"LINC00850, KUCG1"	
300341	"MAGEA8, MAGE8"	
300120	"MAMLD1, CXorf6, F18, HYSP2"	"Hypospadias 2, X-linked, 300758 (3), X-linked recessive"
300415	"MTM1, MTMX, CNMX"	"Myopathy, centronuclear, X-linked, 310400 (3), X-linked recessive"
300171	MTMR1	
300846	"CD99L2, CD99B"	
300193	"HMGB3, HMG4, HMG2A, MCOPS13"	"?Microphthalmia, syndromic 13, 300915 (3), X-linked"
300207	GPR50	
300913	"VMA21, XMEA"	"Myopathy, X-linked, with excessive autophagy, 310440 (3), X-linked recessive"
300993	"PASD1, CT64, OXTES1"	
300685	"PRRG3, PRGP3, TMG3"	
300450	FATE1	
300338	"CNGA2, CNG2, OCNC1"	
300175	"MAGEA4, MAGE4A, MAGE4B"	
300093	GABRE	
300769	"MIR224, MIRN224"	
300340	"MAGEA5, MAGE5"	
300343	"MAGEA10, MAGE10"	
305660	GABRA3	
300811	"MIR105-1, MIRN105-1"	
300812	"MIR105-2, MIRN105-2"	
300349	GABRQ	
300174	"MAGEA3, MAGE3"	
300549	MAGEA2B	
300944	"CSAG1, CSAGE"	
300177	"MAGEA12, MAGE12"	
300173	"MAGEA2, MAGE2"	
300176	"MAGEA6, MAGE6"	
300006	"CETN2, CALT"	
300275	NSDHL	"CK syndrome, 300831 (3), X-linked recessive; CHILD syndrome, 308050 (3), X-linked dominant"
300381	ZNF185	
300916	"PNMA5, KIAA1934"	
300675	"PNMA3, MA3"	
300917	"PNMA6A, PNMA6"	
300016	MAGE1	
300370	TREX2	
300540	"HAUS7, UCHL5IP, UIP1"	
301870	"BGN, SEMDX, MRLS"	"Meester-Loeys syndrome, 300989 (3), X-linked; Spondyloepimetaphyseal dysplasia, X-linked, 300106 (3), X-linked recessive"
300014	"ATP2B3, PMCA3, SCAX1"	"?Spinocerebellar ataxia, X-linked 1, 302500 (3), X-linked recessive"
300708	"FAM58A, STAR"	"STAR syndrome, 300707 (3), X-linked dominant"
300134	"DUSP9, MKP4"	
300680	"PNCK, CAMK1B, BSTK3"	
300036	"SLC6A8, CRTR, CCDS1"	"Cerebral creatine deficiency syndrome 1, 300352 (3), X-linked recessive"
300398	"BCAP31, BAP31, DXS1357E, DDCH"	"Deafness, dystonia, and cerebral hypomyelination, 300475 (3), X-linked recessive"
300371	"ABCD1, ALD, AMN"	"Adrenoleukodystrophy, 300100 (3), X-linked recessive; Adrenomyeloneuropathy, adult, 300100 (3), X-linked recessive"
300214	"PLXNB3, PLXN6"	
301002	"SRPK3, STK23, MSSK1"	
300089	IDH3G	
300090	"SSR4, TRAPD, CDG1Y"	"Congenital disorder of glycosylation, type Iy, 300934 (3), X-linked recessive"
300634	"PDZD4, PDZK4, PDZRN4L, KIAA1444, LU1"	
308840	"L1CAM, CAML1, HSAS1, MASA, SPG1"	"MASA syndrome, 303350 (3), X-linked recessive; Hydrocephalus with congenital idiopathic intestinal pseudoobstruction, 307000 (3), X-linked recessive; Corpus callosum, partial agenesis of, 304100 (3), X-linked recessive; CRASH syndrome, 303350 (3), X-linked recessive; Hydrocephalus with Hirschsprung disease, 307000 (3), X-linked recessive; Hydrocephalus due to aqueductal stenosis, 307000 (3), X-linked recessive"
300538	"AVPR2, DIR, DI1, ADHR, NDI1"	"Diabetes insipidus, nephrogenic, 1, 304800 (3), X-linked recessive; Nephrogenic syndrome of inappropriate antidiuresis, 300539 (3), X-linked recessive"
300023	RGC1	
300013	"NAA10, ARD1A, ARD1, TE2, NATD, OGDNS, MCOPS1"	"Microphthalmia, syndromic 1, 309800 (3), X-linked; Ogden syndrome, 300855 (3), X-linked recessive, X-linked dominant"
312420	RENBP	
300019	"HCFC1, HCF1, MAHCX, XLID3"	"Methylmalonic aciduria and homocysteinemia, cblX type, 309541 (3), X-linked recessive"
300059	"TMEM187, CXorf12, DXS9878E, ITBA1 gene"	
300283	IRAK1	
300929	MIR718	
300005	"MECP2, RTT, PPMX, AUTSX3, MRXSL, MRXS13"	"Intellectual developmental disorder, X-linked, syndromic 13, 300055 (3), X-linked recessive; Rett syndrome, atypical, 312750 (3), X-linked dominant; Encephalopathy, neonatal severe, 300673 (3), X-linked recessive; Intellectual developmental disorder, X-linked syndromic, Lubs type, 300260 (3), X-linked recessive; {Autism susceptibility, X-linked 3}, 300496 (3), X-linked; Rett syndrome, 312750 (3), X-linked dominant; Rett syndrome, preserved speech variant, 312750 (3), X-linked dominant"
